,Premise,Hypothesis,Label
344998,"Gross national saving is often regarded as a whole however, with no regard to net national saving.","The other portion of gross national saving, which is used to add to the nation's stock of capital goods, is net national saving.",neutral
193057,Do you prefer some teams over others?,okay um so uh um uh do you have any favorite teams,neutral
33582,The Globe reported that Carolyn Bessette-Kennedy was nowhere to be found after the crash.,"The Globe notes conspiratorially that his wife, Carolyn Bessette-Kennedy, was nowhere in sight.",neutral
65153,This entity not funded by LSC is available to clients throughout the state and currently consists of six full and part-time staff attorneys.,This non-LSC funded entity is available to clients throughout the state and currently consists of six full and part-time staff attorneys.,entailment
268309,That is a terrible deal.,definitely i mean that's a good deal,contradiction
201730,He doesn't care about the toys so much.,he likes every time we pass one he wants me to win him a toy,contradiction
305147,This CIO doesn't believe that IT staff are motivated by anything other than money.,This CIO believes that money is not the only motivator for IT staff.,contradiction
161489,Comments filed on rules will be less informed if the public has access to these materials.,Access to these materials can permit public comments filed on rules to be more informed and targeted to particular issues.,contradiction
303777,The many tables and benches there makes it perfect for relaxing after sight seeing in Osaka.,The entire area makes for a great afternoon's break from the pressures of Osaka sightseeing.,neutral
5040,"The Temple of Seti II is nicer than the other temple, despite its smaller size.","To the left is the diminutive Temple of Seti II, and further along on the right a larger temple dedicated to Ramses III.",neutral
232221,"There are whites in Uganda, he believes they drink too much.","The whites he had met in Uganda, he said, drank too much.",entailment
222206,The only magic we have left doesn't rely on astrology.,It's pitiful magic that can be worked without regard to the conjunctions of the planets; but it is all the magic that is left to us.,entailment
215182,I find it interesting in a legal way.,Which I find fascinating on a substantive legal basis.,entailment
290386,The sinners may hope to one day repent for their wrongdoing.,That's an outcome that seems both fair and economically  The punishment falls on the sinners and thereby deters the sin.,neutral
124392,It's unsure what Hillary will do after she leaves the White House.,An article wonders what Hillary Clinton will do after she leaves the White House.,entailment
308885,The Los Angeles times also published self-examination articles on several other topics.,"Some would have big media erect Fifth Columns within their walls, but navel-gazing doesn't automatically impress, as the Times-Mirror flagship Los Angeles Times learned after publishing a 30,000-word self-examination on the Staples Center scandal.",neutral
